"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"TMEM126B"	1.57787247725295e-171	0.130139511335233	0.124	0.633	3.86562978202201e-167
"RHOD"	4.58740269384393e-132	0.130098027213616	0.141	0.594	1.12386778596482e-127
"PHB2"	5.58657666516832e-37	0.12953825663793	0.396	0.868	1.36865541719959e-32
"AP1B1"	5.84679394878293e-107	0.129527891403438	0.07	0.394	1.43240604951233e-102
"GALM"	1.11866582240176e-132	0.129271931226557	0.111	0.532	2.74061939830208e-128
"EMP3"	9.29013172259555e-86	0.129188331083571	0.109	0.424	2.27598937071868e-81
"STK25"	6.69546907393703e-143	0.129157000038642	0.109	0.551	1.64032296842383e-138
"DKC1"	1.14189276342599e-151	0.129153898902684	0.134	0.619	2.79752308111734e-147
"DNAJC4"	5.40283433785424e-133	0.129074466562686	0.107	0.525	1.32364038443091e-128
"AP1S1"	9.00327653051403e-168	0.128996105632641	0.161	0.712	2.20571271721063e-163
"MRPL22"	2.63526797809335e-158	0.128859656836626	0.197	0.766	6.4561430195309e-154
"NDUFS8"	2.81051432413643e-65	0.128670063945939	0.349	0.873	6.88547904270183e-61
"PKP3"	3.21747829041009e-170	0.128651185394296	0.12	0.621	7.88250006367567e-166
"NSMCE1"	9.54667451264048e-157	0.128646001808429	0.131	0.623	2.33883978885179e-152
"CNIH1"	2.50953564568454e-151	0.128631786431143	0.108	0.56	6.14811137836256e-147
"UBE2Z"	1.24250312562565e-172	0.128612604112888	0.135	0.657	3.04400840747028e-168
"GLO1"	4.12669750190728e-100	0.12858094610294	0.31	0.894	1.01099962099227e-95
"NME1"	3.74814017621501e-35	0.128562097153732	0.406	0.849	9.18256861770916e-31
"PRELID1"	3.63965584601787e-22	0.128553313275947	0.47	0.95	8.91679285715919e-18
"ANAPC5"	1.04123450879235e-169	0.128489433638396	0.162	0.715	2.55092042309038e-165
"AES"	1.62498787987067e-179	0.128273544900197	0.211	0.839	3.98105780689516e-175
"S100A11"	0.709827652023265	0.128242849511411	0.85	0.997	1
"CLEC2B"	1.49972049913296e-76	0.128201233072419	0.067	0.322	3.67416525082583e-72
"TCEAL8"	7.90610747778114e-202	0.128110007717048	0.13	0.696	1.9369172709816e-197
"VPS29"	1.8317777151171e-147	0.128069083999439	0.253	0.868	4.48767222426538e-143
"HSPA4"	1.70105156635307e-169	0.128009575444375	0.204	0.806	4.1674062324084e-165
"TSPAN8"	2.82048425694604e-112	0.12782413692112	0.134	0.535	6.90990438109211e-108
"AKAP8L"	1.91409832362449e-123	0.127757403436597	0.078	0.444	4.68934948304765e-119
"ABCF1"	4.14002326846239e-159	0.127737938895239	0.145	0.656	1.0142643005406e-154
"OAT"	4.8141457311167e-162	0.127737359094989	0.112	0.587	1.17941756266628e-157
"CHCHD3"	3.70791479247132e-154	0.127704289814276	0.17	0.694	9.08402045007548e-150
"AHCY"	1.26874772549544e-128	0.127556763305614	0.097	0.494	3.10830505269127e-124
"PPP1CC"	8.04115661300243e-126	0.12751593092555	0.279	0.894	1.97000295861947e-121
"GBA"	5.9134838276239e-58	0.127445340928987	0.044	0.232	1.44874440292958e-53
"ABCA7"	1.05636223185205e-112	0.127288023162043	0.078	0.422	2.58798183181435e-108
"GNAI2"	7.05025386988446e-99	0.127250503657202	0.271	0.794	1.72724169558299e-94
"ACTA2"	1.43420804898146e-73	0.127237610975978	0.057	0.295	3.51366629919967e-69
"ZNF259"	1.08523045344574e-149	0.127232825646164	0.103	0.545	2.65870608789673e-145
"RAB9A"	9.93095271263221e-195	0.126938537778312	0.142	0.711	2.43298410506776e-190
"GULP1"	3.45397860415447e-63	0.126809639853703	0.057	0.27	8.46190218231803e-59
"EIF5B"	4.79155000075703e-139	0.126617366273469	0.261	0.868	1.17388183468546e-134
"C11orf31"	4.73663547024633e-82	0.126613753914008	0.344	0.929	1.16042832385565e-77
"COA6"	9.79178020827935e-176	0.126594430547339	0.188	0.782	2.39888823322636e-171
"NTMT1"	2.23457106925464e-156	0.126453189480928	0.097	0.544	5.47447566256694e-152
"PGAM1"	3.32506390243343e-87	0.126414711989301	0.282	0.79	8.14607405457167e-83
"COPS3"	4.31977421389824e-150	0.126278992299926	0.107	0.555	1.05830148466293e-145
"MCMBP"	9.63222125501885e-150	0.126170452986648	0.075	0.488	2.35979788526707e-145
"NDUFA13"	3.1456018074868e-129	0.126166592968256	0.285	0.905	7.7064098681619e-125
"FAM207A"	1.5055174118102e-145	0.126077045785612	0.128	0.59	3.6883671071938e-141
"PPP1R35"	1.12514830299197e-154	0.126049269705785	0.151	0.661	2.75650082750002e-150
"RN7SL1"	5.94103529311097e-77	0.126032073718979	0.055	0.297	1.45549423645926e-72
"HIPK3"	5.97820367161885e-163	0.126005058253044	0.224	0.836	1.4646001175099e-158
"ATP6AP1"	7.37406321363048e-158	0.125958290380359	0.098	0.551	1.80657174670733e-153
"PDCD2"	5.99180453805175e-172	0.125862346885653	0.134	0.655	1.4679321937773e-167
"NINJ1"	4.94701928977647e-134	0.125643366244533	0.091	0.492	1.21197025580234e-129
"CDC20"	9.99135483242196e-51	0.125638302115758	0.121	0.359	2.44778202039506e-46
"WDR45"	6.48526548356562e-136	0.125606038384493	0.1	0.514	1.58882519081874e-131
"POLD4"	4.56919742511353e-168	0.12560352432913	0.197	0.792	1.11940767717856e-163
"EPS8L2"	6.45642279482401e-155	0.125474337096416	0.107	0.566	1.58175902050393e-150
"KIAA0319L"	5.37032724077903e-140	0.125390140009243	0.068	0.454	1.31567647071845e-135
"TRIM27"	7.47729904023203e-148	0.125320184825205	0.093	0.524	1.83186349186644e-143
"COMMD6"	3.63012344207774e-57	0.125241250427387	0.402	0.971	8.89343942074626e-53
"YBEY"	3.00420768045739e-139	0.125095140286126	0.107	0.534	7.36000839635256e-135
"CKS1B"	3.13504099116327e-82	0.125013604135005	0.183	0.565	7.6805369242509e-78
"CD109"	5.08214577158093e-133	0.124911949576192	0.107	0.522	1.24507489257961e-128
"PARP12"	1.06063006614572e-103	0.12485923191038	0.066	0.378	2.5984375990504e-99
"SNHG7"	1.10657539544492e-162	0.124812080016267	0.152	0.677	2.71099906130052e-158
"PLP2"	1.08452675461631e-42	0.124647869900136	0.377	0.842	2.65698209613451e-38
"TAF11"	1.01345647720104e-162	0.124642527069472	0.096	0.555	2.48286702349482e-158
"UBE2L6"	2.01497488435859e-159	0.124604551636966	0.193	0.76	4.93648696919011e-155
"YKT6"	6.11645962003649e-152	0.124529409971709	0.105	0.555	1.49847144231274e-147
"RRS1"	3.04380614778548e-114	0.124492921557745	0.063	0.394	7.45702068145966e-110
"BAG2"	7.26349482052522e-131	0.124267842495891	0.078	0.459	1.77948359608047e-126
"FTSJ2"	8.20657495681629e-136	0.124031158848489	0.09	0.494	2.01052879867042e-131
"HLA-E"	2.67392215786156e-138	0.123974907819615	0.262	0.882	6.55084189454503e-134
"SNX17"	7.19155754836536e-168	0.123927280861548	0.14	0.66	1.76185968377403e-163
"YARS"	2.86704433562647e-150	0.123775781823036	0.115	0.573	7.02397191785129e-146
"ELP2"	2.33928457566753e-106	0.123218059300847	0.062	0.377	5.73101328192789e-102
"RAB11A"	7.35300132065706e-187	0.123174613909666	0.146	0.709	1.80141179354777e-182
"TMEM134"	1.74876073220129e-168	0.123122384539162	0.187	0.764	4.28428891781993e-164
"ZNF688"	1.15128777307316e-84	0.123111530780175	0.049	0.301	2.82053991525194e-80
"RNF7"	1.0811191768238e-137	0.123074733544637	0.264	0.878	2.64863387130064e-133
"UBL5"	1.53311654149961e-20	0.123006147864214	0.478	0.982	3.7559822150199e-16
"TXN2"	1.43905607377543e-166	0.122943720934481	0.128	0.631	3.52554347514242e-162
"CPSF4"	6.20165214283149e-98	0.122798016435821	0.065	0.364	1.51934275847229e-93
"ABHD17A"	1.08736046825822e-145	0.122772990152636	0.086	0.502	2.66392441118582e-141
"GNG5"	9.64448603803253e-25	0.12273025537147	0.454	0.942	2.36280263445759e-20
"MAP4"	6.31684656888623e-140	0.122300547617674	0.184	0.698	1.54756424091144e-135
"ATIC"	2.73875593052946e-164	0.122274163537819	0.107	0.582	6.70967815420411e-160
"TTC3"	4.29864919070138e-162	0.122121707793031	0.226	0.838	1.05312606522993e-157
"MAGED1"	4.85301613933914e-146	0.121911393081307	0.126	0.592	1.18894042397669e-141
"SPCS1"	6.4503354518498e-50	0.12190464539302	0.403	0.938	1.58026768234868e-45
"TMEM125"	2.80898413341325e-147	0.121898771307049	0.093	0.522	6.88173022844911e-143
"NAGK"	1.03242714969081e-108	0.121871301504448	0.065	0.386	2.52934327402752e-104
"ADRM1"	2.6446639425098e-155	0.121775092180445	0.176	0.713	6.47916219275477e-151
"NDUFA11"	1.42341148863021e-159	0.121584184905725	0.251	0.895	3.48721580599516e-155
"GPAA1"	7.41214453992625e-140	0.121566564850318	0.186	0.707	1.81590129083653e-135
"VMA21"	4.51445919326293e-193	0.121476782767605	0.152	0.733	1.10599735775749e-188
"MRPL24"	1.70792057402956e-147	0.121256852126399	0.119	0.577	4.18423461431501e-143
"IDH2"	7.69692992446643e-150	0.12124097056283	0.159	0.667	1.88567086219503e-145
"SEP15"	9.44916034136647e-150	0.121235912450233	0.232	0.832	2.31494979203137e-145
"SIPA1"	8.11850100666264e-145	0.121171747358574	0.097	0.524	1.98895156162228e-140
"DNAJC12"	1.41494146738982e-146	0.120983549595459	0.118	0.573	3.46646510095832e-142
"TMA16"	7.42489531725905e-176	0.120879333105332	0.161	0.718	1.8190251037753e-171
"STX8"	4.62419514205383e-116	0.120873883429328	0.071	0.415	1.13288156785177e-111
"SNX3"	2.2378426357829e-174	0.120803331171376	0.208	0.825	5.48249067340452e-170
"PPIA"	0.000143216305089191	0.120568544610573	0.888	0.989	1
"TGFB1"	1.2300931741224e-114	0.12039353317315	0.092	0.454	3.01360526728248e-110
"UQCR10"	7.63320050911197e-41	0.120362032049904	0.436	0.975	1.87005779272734e-36
"CD151"	4.52123500383157e-125	0.120336788215471	0.272	0.865	1.1076573635887e-120
"LRPAP1"	1.86381480604094e-164	0.120263088347004	0.163	0.704	4.5661598933197e-160
"TBL1XR1"	7.59211482569074e-125	0.120147491753812	0.138	0.572	1.85999221114597e-120
"F12"	2.01267482999425e-96	0.120023856133605	0.079	0.39	4.93085206600291e-92
"INO80B"	9.73824130732487e-95	0.120014648679982	0.055	0.336	2.38577173788152e-90
"C8orf76"	6.11402419077945e-151	0.119962885751189	0.084	0.509	1.49787478649906e-146
"MARS"	1.22417142603335e-130	0.119724663309956	0.077	0.455	2.99909757663911e-126
"SMIM4"	1.97078733382126e-66	0.119693764494817	0.046	0.256	4.8282318891287e-62
"PTRHD1"	8.77558307895916e-184	0.119633052294248	0.147	0.706	2.1499300985142e-179
"TK1"	9.16967305437998e-56	0.119537480682285	0.162	0.448	2.24647820159255e-51
"QPRT"	2.05145095214865e-92	0.119526917460208	0.065	0.351	5.02584968766898e-88
"TMEM70"	4.27342738476369e-171	0.119502630413009	0.158	0.712	1.04694697499326e-166
"DCTN3"	5.60323422229436e-167	0.119136971286901	0.169	0.719	1.37273635211989e-162
"G6PD"	4.94511961338909e-134	0.118789441281953	0.131	0.577	1.21150485408419e-129
"TSTA3"	1.59202820570461e-137	0.11875148935014	0.147	0.619	3.90030990115572e-133
"MRPL49"	1.64692151158412e-122	0.118697942076987	0.078	0.441	4.03479301122993e-118
"IGFBP2"	1.39702857421041e-117	0.118644892187976	0.185	0.656	3.42258030395808e-113
"NANS"	1.08908977693533e-163	0.118569889197837	0.132	0.634	2.66816104451387e-159
"SERP1"	7.73438458167945e-90	0.11856298993889	0.34	0.948	1.89484687866565e-85
"COA3"	5.41703253157144e-158	0.118496396029184	0.233	0.847	1.32711879990969e-153
"CD2BP2"	3.7044528674244e-171	0.118455036844183	0.13	0.644	9.07553907990304e-167
"SDC3"	1.80438957443461e-86	0.118389019485261	0.046	0.3	4.42057401840734e-82
"SMS"	1.14857888502376e-138	0.118342882263611	0.252	0.848	2.81390341041972e-134
"WBP5"	4.46494848296331e-185	0.118311313787211	0.139	0.693	1.09386772884118e-180
"RBKS"	2.02266947857825e-99	0.118296794825991	0.058	0.352	4.95533795556886e-95
"NDUFA12"	2.88897504376845e-97	0.118266798835388	0.312	0.885	7.07769995972832e-93
"HTR3A"	6.25898679424518e-38	0.118202600937394	0.039	0.172	1.53338917472213e-33
"MDK"	0.307459153571144	0.118154331741827	0.762	0.942	1
"KIAA1598"	4.23933838587963e-152	0.117915694054053	0.091	0.526	1.03859551115665e-147
"CARD16"	6.39756578740669e-117	0.117882434899356	0.066	0.404	1.56733964225677e-112
"NPW"	2.96717919564563e-92	0.117589132731509	0.071	0.365	7.26929231141222e-88
"MRPL43"	1.66588791569225e-157	0.117578205630867	0.167	0.698	4.08125880465445e-153
"BCAP31"	1.52294665576844e-134	0.117569689548892	0.264	0.863	3.7310670119671e-130
"RNF11"	4.64928425861503e-190	0.117523266388013	0.124	0.665	1.1390281505181e-185
"RGL2"	4.49915305629704e-127	0.117523137455683	0.074	0.442	1.10224750726221e-122
"CYB5D2"	2.49500576372992e-43	0.117328544042644	0.025	0.157	6.11251462056193e-39
"HIST1H1C"	2.0776691927038e-61	0.117296432553664	0.071	0.293	5.09008175520504e-57
"NIPSNAP1"	3.75929972000049e-104	0.117269118190833	0.068	0.384	9.20990838402919e-100
"OSTF1"	1.58482865743754e-154	0.117196638815582	0.089	0.526	3.88267172785623e-150
"LARP7"	2.26775127324249e-213	0.11691811943139	0.125	0.703	5.55576384431679e-209
"PQBP1"	5.01565972306441e-145	0.116874215303499	0.104	0.541	1.22878647555355e-140
"SRPRB"	7.43890527060505e-151	0.116863461981187	0.097	0.536	1.82245740224553e-146
"SMIM19"	8.72899884692012e-196	0.116830935234953	0.126	0.675	2.13851742750696e-191
"GNB2"	3.06702866283924e-102	0.116798600560427	0.314	0.908	7.51391352108985e-98
"VDAC3"	3.39318066373752e-166	0.116768882630997	0.158	0.7	8.31295330809055e-162
"HSF1"	2.73650697078709e-139	0.116648423278274	0.141	0.61	6.7041684277313e-135
"PMF1"	5.75906808079247e-165	0.116388482872116	0.082	0.529	1.41091408911335e-160
"IGFBP3"	2.05316030717933e-51	0.116149222893709	0.089	0.3	5.03003743655863e-47
"C1orf50"	2.39353739168122e-104	0.116117214747083	0.061	0.37	5.86392725587983e-100
"CSNK2B"	6.75807363342624e-101	0.115991779035542	0.299	0.873	1.6556604594531e-96
"JTB"	1.70014695852752e-84	0.115912668170458	0.347	0.937	4.16519003369657e-80
"PTOV1"	9.32926034099548e-153	0.115895314752614	0.094	0.532	2.28557549094048e-148
"DHRS4L2"	1.2584898253173e-154	0.115753585713417	0.115	0.581	3.08317422304485e-150
"SFR1"	2.79592790917437e-89	0.115730463964122	0.05	0.313	6.8497437846863e-85
"COX6B1"	0.634437143437779	0.115639060395977	0.641	0.992	1
"ODF3B"	1.41039287997859e-93	0.115594082059039	0.083	0.393	3.45532151665956e-89
"TAF10"	6.94054284035161e-84	0.11558469944572	0.333	0.919	1.70036359045774e-79
"NT5DC2"	2.59707905366133e-121	0.115564651408866	0.115	0.519	6.36258397356489e-117
"UTP3"	3.84381837293586e-120	0.115522248718741	0.063	0.406	9.41697063185557e-116
"SUMF2"	3.91603545398183e-158	0.115345373189074	0.115	0.587	9.59389525871008e-154
"VPS51"	4.40004355006508e-166	0.115235957837451	0.107	0.586	1.07796666933044e-161
"PHF5A"	1.05503740561379e-148	0.115094046712866	0.087	0.513	2.58473614001322e-144
"PHGDH"	1.40879333656723e-73	0.115028285120136	0.073	0.325	3.45140279525605e-69
"VPS28"	7.86808351881812e-113	0.115018307943657	0.274	0.841	1.92760178127525e-108
"SLC25A10.1"	5.88773271919667e-66	0.114891885189377	0.053	0.268	1.44243563887599e-61
"PRMT2"	1.13220411313034e-176	0.114863562372575	0.141	0.678	2.77378685675802e-172
"C6orf1"	2.3684054414685e-120	0.114851762921692	0.083	0.447	5.80235649105367e-116
"EMC9"	8.81152160325506e-128	0.114807836739543	0.083	0.461	2.15873467758146e-123
"ARL3"	1.12183173787595e-151	0.114805883975476	0.111	0.567	2.74837557462229e-147
"MAN2A1"	2.17271040001812e-175	0.114725359180141	0.15	0.695	5.3229232090044e-171
"ESRP1"	3.45159441856589e-172	0.114486557667329	0.145	0.68	8.45606116604459e-168
"MRPL23"	5.39922539754451e-101	0.11444348463687	0.299	0.876	1.32275623014443e-96
"RANGAP1"	2.68086542755061e-113	0.114163819282602	0.073	0.413	6.56785221095623e-109
"MRPL54"	2.39295226924151e-193	0.114109106709936	0.151	0.732	5.86249376441476e-189
"APOBEC3G"	5.68536238155526e-71	0.113993655188402	0.043	0.259	1.39285692985722e-66
"SZRD1"	1.25132414437313e-178	0.113558136040719	0.108	0.611	3.06561902129973e-174
"DESI1"	7.01945705960907e-166	0.113449521113594	0.164	0.705	1.71969678503363e-161
"VTI1B"	6.96308160250596e-185	0.113439096474475	0.134	0.676	1.70588536179794e-180
"MTHFD1L"	1.02720199544966e-98	0.11341300856897	0.06	0.355	2.51654216865211e-94
"DST"	6.99535100668449e-109	0.113395821616344	0.272	0.818	1.71379104312763e-104
"REEP6"	5.05783523713713e-66	0.113349553585952	0.048	0.259	1.23911905474623e-61
"SNX6"	2.60566615946945e-142	0.113338657678915	0.245	0.841	6.3836215240842e-138
"PPP1R16A"	2.74704900831633e-116	0.113312927020062	0.08	0.434	6.72999536547418e-112
"CCDC59"	1.57147987934584e-209	0.113220413686466	0.159	0.774	3.84996855640938e-205
"SS18L2"	2.27778790462379e-171	0.113177978784068	0.119	0.622	5.58035258753782e-167
"CNP"	1.38391588772472e-138	0.113174428860166	0.074	0.464	3.3904555333368e-134
"MOB2"	6.09965518556902e-82	0.113132449315904	0.05	0.297	1.49435452391255e-77
"UQCRC1"	1.95408990636099e-153	0.113036256754097	0.192	0.748	4.7873248615938e-149
"SFN"	1.5205615282034e-69	0.112909661216383	0.264	0.694	3.72522368794551e-65
"CALD1"	5.43956696644042e-63	0.112731719124323	0.35	0.843	1.33263951110824e-58
"TMEM101"	1.94127138273722e-113	0.112695719002329	0.073	0.411	4.75592076056792e-109
"INPPL1"	2.92999554784047e-97	0.11263789594416	0.052	0.334	7.17819609265437e-93
"UBE2N"	4.59545807110685e-175	0.112524739786504	0.201	0.809	1.12584127284047e-170
"EXOSC8"	2.99630252686282e-120	0.112436730120258	0.067	0.413	7.34064156056123e-116
"CEP290"	5.46003263899469e-158	0.11227857544849	0.099	0.552	1.33765339622731e-153
"HTRA1"	1.57406490469279e-21	0.111834039952539	0.03	0.111	3.85630161000686e-17
"LDHA"	0.968614286039896	0.111710473314703	0.749	0.98	1
"NUBP2"	1.89793342754903e-150	0.111694539447166	0.091	0.523	4.64974710415237e-146
"RNF220"	2.54863353427929e-165	0.111558400381124	0.093	0.552	6.24389729563083e-161
"BIN1"	6.06285766768697e-128	0.11153092080925	0.111	0.523	1.48533950000663e-123
"VAMP5"	4.661759003741e-35	0.11152615869173	0.031	0.149	1.14208433832651e-30
"FAM45A"	1.13232131273299e-164	0.111460891608926	0.129	0.633	2.77407398406456e-160
"PRRC2A"	4.94477880906789e-171	0.111387849117811	0.112	0.605	1.21142136043354e-166
"BATF3"	1.29911541085474e-105	0.111352247431335	0.074	0.398	3.18270284505303e-101
"HDAC5"	1.22524907912884e-62	0.111271692169256	0.046	0.246	3.00173771895774e-58
"NUDT2"	3.83591819008727e-100	0.111257738422996	0.069	0.375	9.3976159738948e-96
"SLC2A3"	3.69377629747547e-102	0.111220948270819	0.078	0.399	9.04938255118515e-98
"CA2"	2.5660273608973e-45	0.111217006259984	0.036	0.185	6.28651043146229e-41
"TPD52L1"	1.459131603959e-86	0.111151032562016	0.053	0.315	3.57472651653916e-82
"STYXL1"	7.85002077263591e-143	0.11107048605206	0.092	0.511	1.92317658908807e-138
"TNFRSF18"	6.473656485907e-104	0.111069742074764	0.058	0.361	1.58598110248236e-99
"PIGP"	2.36057790026338e-181	0.11097778351872	0.099	0.591	5.78317979785524e-177
"ESRRA"	8.52078943871117e-124	0.110976161441324	0.078	0.445	2.08750820458985e-119
"LAP3"	1.68035994879765e-183	0.110797942433272	0.137	0.681	4.11671383855937e-179
"GBP2"	2.45566860927525e-100	0.110722022612261	0.087	0.414	6.01614252586342e-96
"SNRNP27"	6.83392363779612e-174	0.110636073557885	0.137	0.666	1.67424295202367e-169
"YIF1A"	9.895724320713e-112	0.110631768599726	0.25	0.782	2.42435350133148e-107
"SDHB"	3.44063184312001e-174	0.110631327701971	0.147	0.685	8.42920395245971e-170
"UROS"	1.46598388379026e-148	0.110610412052462	0.138	0.618	3.59151391689777e-144
"POMGNT1"	3.77351073870541e-118	0.110514426702585	0.063	0.4	9.24472395875438e-114
"UBE2V2"	9.51940520375609e-207	0.110461394639311	0.17	0.797	2.33215908086821e-202
"MRPS12"	1.39990894433211e-174	0.11045266747628	0.176	0.749	3.42963692271923e-170
"PSMA7"	0.000106961090233632	0.110439386424037	0.59	0.976	1
"PGM1"	2.68264307243587e-167	0.110367253399354	0.103	0.58	6.57220726316064e-163
"RHOF"	1.7285934233723e-105	0.110336982249048	0.07	0.391	4.23488102791979e-101
"PSMD2"	2.25593669253972e-101	0.110305390828393	0.245	0.736	5.52681930305307e-97
"UTP18"	1.78381139929763e-163	0.110304377744167	0.09	0.544	4.37015954713927e-159
"DPCD"	1.19466694563636e-129	0.110273384142394	0.081	0.461	2.92681455011452e-125
"AATF"	1.87104400378084e-142	0.110219223076598	0.127	0.583	4.58387070486269e-138
"PTP4A3"	6.30143687942098e-66	0.110126062054682	0.045	0.253	1.54378902108935e-61
"EIF3J"	1.1754395308403e-198	0.110065453251738	0.155	0.749	2.87970930660566e-194
"DMKN"	4.59301135682806e-146	0.10985622286541	0.221	0.796	1.12524185230931e-141
"FAM213A"	2.99626646881159e-157	0.109836407701958	0.175	0.715	7.34055322194151e-153
"MARVELD1"	1.64511793988271e-79	0.109805860836622	0.054	0.301	4.03037444091866e-75
"CCNB1IP1"	4.20242297978435e-137	0.109786641448808	0.088	0.49	1.02955160581737e-132
"CCDC137"	2.06069642340874e-145	0.109777668419418	0.084	0.497	5.04850016770907e-141
"ATOX1"	5.15940930828926e-108	0.109749542241194	0.312	0.928	1.26400368643778e-103
"RFC4"	6.7038358714285e-91	0.109658861278441	0.057	0.333	1.64237275014127e-86
"EIF2A"	4.3934049069837e-171	0.109613976820541	0.175	0.74	1.07634026816194e-166
"NCBP2-AS2"	4.72476182044972e-114	0.109475483910172	0.07	0.407	1.15751939839198e-109
"SLC9A3R2"	8.49997554527181e-190	0.109474187965278	0.156	0.733	2.08240900883614e-185
"COX19"	8.04926200146314e-155	0.109464220983068	0.108	0.568	1.97198869773845e-150
"TMA7"	3.76986350975122e-07	0.109448989363471	0.566	0.987	0.00923578861253952
"GTF3A"	1.21986946539176e-170	0.109410270195035	0.19	0.778	2.98855820326327e-166
