"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"CSF3R"	1.85247759284501e-96	-0.169203039319772	0.007	0.232	4.538384854711e-92
"ERBB3"	2.57114773373212e-297	-0.169353049579997	0.094	0.749	6.29905483287033e-293
"ACO1"	1.02857085053692e-145	-0.169573902987585	0.018	0.347	2.51989572673041e-141
"ATP10B"	4.70158167905428e-62	-0.169613686415532	0.001	0.144	1.15184049555151e-57
"IGFBP6"	1.00529898170784e-90	-0.169647276669223	0.027	0.263	2.46288197528604e-86
"FADS1"	4.40392481143042e-215	-0.169727185301768	0.062	0.561	1.07891753955234e-210
"XAF1"	1.86857666354573e-199	-0.169838112559174	0.035	0.477	4.57782596802068e-195
"MAGT1"	4.17221500417186e-237	-0.169858979233856	0.044	0.555	1.02215095387206e-232
"AUTS2"	9.93866614476488e-129	-0.17129593051706	0.013	0.306	2.43487381880595e-124
"SOWAHC"	8.72822543114426e-167	-0.171306355442307	0.015	0.378	2.13832794837603e-162
"MPZL3"	7.01126692947901e-151	-0.1719344936109	0.013	0.346	1.71769028505306e-146
"RHOV"	1.88309202426439e-150	-0.172187351421028	0.009	0.335	4.61338715024533e-146
"RIF1"	2.62648085374139e-306	-0.172300069498149	0.071	0.711	6.43461544358103e-302
"TRA2A"	0	-0.172491271281755	0.099	0.793	0
"SECISBP2"	1.42684058771911e-302	-0.172823408565585	0.059	0.681	3.49561675585304e-298
"CELF2"	4.60144708521414e-106	-0.172847187000934	0.024	0.29	1.12730852140661e-101
"GALNT1"	5.3643779825946e-259	-0.173159582196991	0.061	0.624	1.31421896195585e-254
"ARID4B"	0	-0.173246310482212	0.116	0.842	0
"KDM3B"	1.3414134723786e-261	-0.17345532557736	0.034	0.567	3.28632886598034e-257
"TNRC6A"	7.44113420741999e-304	-0.173625608684458	0.071	0.709	1.82300346947582e-299
"SMCO4"	1.40114854071141e-216	-0.17367907680681	0.223	0.901	3.43267380988888e-212
"DSTN"	5.79200275678627e-50	-0.173954372861902	0.562	0.996	1.41898275538507e-45
"CYP4X1"	6.99575184347755e-97	-0.174105054400827	0.006	0.23	1.71388924413356e-92
"TMEM30A"	5.36069059580374e-294	-0.174154600794262	0.158	0.876	1.31331558906596e-289
"PLAUR"	4.30682645655371e-230	-0.174463263192888	0.105	0.671	1.05512941359109e-225
"LHFPL2"	1.88755787881468e-256	-0.174596235474883	0.077	0.656	4.62432804730809e-252
"SATB1"	1.55417207242643e-93	-0.174729816367376	0.007	0.226	3.8075661602375e-89
"SLC35E1"	1.1700677592778e-268	-0.17490704454305	0.054	0.621	2.86654900345469e-264
"CNOT3"	4.85076379902755e-191	-0.174952384711215	0.026	0.442	1.18838862312376e-186
"CENPF"	4.0168915824593e-69	-0.175047426116136	0.125	0.401	9.84098268786703e-65
"PDE4D"	1.41477444916699e-148	-0.175059798655172	0.014	0.345	3.46605592301421e-144
"PRKAR2B"	3.03123281785978e-122	-0.17506755870047	0.017	0.303	7.42621728047468e-118
"TSC22D2"	6.98116002764343e-301	-0.175384506533239	0.077	0.715	1.71031439517236e-296
"RASA1"	4.07255678268571e-305	-0.175554476029429	0.073	0.714	9.97735686190173e-301
"ZNF611"	1.96638208698723e-128	-0.175823976232324	0.007	0.292	4.81743947491001e-124
"AHCYL1"	3.79378611539801e-298	-0.176054996331596	0.077	0.713	9.29439660411358e-294
"RGS17"	5.1677541997052e-144	-0.17708507344342	0.024	0.358	1.26604810138578e-139
"PRPF40A"	6.56010731795104e-266	-0.177452483293576	0.193	0.912	1.60716069182483e-261
"ZNF320"	4.24120903961205e-147	-0.177590366213392	0.016	0.348	1.03905380261456e-142
"ZNF148"	0	-0.177626110170156	0.084	0.76	0
"TRAM1"	2.88213677955975e-253	-0.177691413825194	0.213	0.935	7.06094689624343e-249
"BAIAP2"	9.45061145323376e-287	-0.177739105122297	0.135	0.824	2.31530529992774e-282
"PIK3C2A"	3.97012332077297e-270	-0.177947348250714	0.063	0.644	9.7264051235617e-266
"ARGLU1"	0	-0.178176052963363	0.067	0.716	0
"ACVR1B"	4.50591436115558e-222	-0.178319760796651	0.039	0.521	1.1039039593395e-217
"C1orf21"	3.30983884557006e-100	-0.178436369515057	0.011	0.248	8.1087741877621e-96
"ZNF766"	2.29820925819202e-168	-0.178558734599898	0.034	0.424	5.63038286164462e-164
"VEZF1"	0	-0.17860801729662	0.074	0.731	0
"DUSP5"	2.05367694673262e-200	-0.178709190592602	0.044	0.499	5.03130315180025e-196
"RNF141"	1.52349964826002e-207	-0.178796863392454	0.05	0.521	3.73242178827221e-203
"STK24"	5.1514871200701e-281	-0.178940011500361	0.082	0.7	1.26206282954597e-276
"ABHD5"	7.53523143997773e-209	-0.179026746966373	0.035	0.491	1.84605635048014e-204
"DBI"	1.61199785605958e-158	-0.179047768290897	0.31	0.952	3.94923354756037e-154
"POLR2J3"	5.17817048078189e-265	-0.179065060544344	0.04	0.583	1.26859998608675e-260
"HSBP1"	3.54713688691251e-235	-0.179077412898588	0.213	0.91	8.69013065924696e-231
"PROX1"	2.16052139886835e-70	-0.179409567432175	0.007	0.177	5.29306137508756e-66
"IL13RA1"	1.12280136489169e-190	-0.179415597273582	0.043	0.48	2.75075106384814e-186
"PABPC1"	2.04409148020964e-29	-0.179608511605127	0.811	0.998	5.0078197173656e-25
"ACKR3"	3.23137049106075e-45	-0.179848315991564	0.003	0.114	7.91653456604974e-41
"TBL1X"	3.87723214256381e-259	-0.179892509483947	0.067	0.639	9.49883102606708e-255
"LINC00665"	5.80188203767571e-274	-0.179932133261319	0.056	0.629	1.42140308041017e-269
"TPBG"	1.5662227484013e-259	-0.17997277269689	0.037	0.572	3.83708911130833e-255
"NME4"	4.61413726601611e-201	-0.180024256342784	0.252	0.934	1.13041748880129e-196
"BAZ1B"	3.78249473117468e-299	-0.180383472710534	0.107	0.776	9.26673384190486e-295
"ZSWIM6"	6.59360422095759e-225	-0.180519487749833	0.031	0.508	1.6153670980924e-220
"DDX5"	2.38345241775598e-66	-0.18054021113758	0.519	0.991	5.83922007826037e-62
"SGPP2"	0	-0.181185780224537	0.1	0.792	0
"LINC00657"	1.44061367130398e-262	-0.181425570000562	0.1	0.711	3.52935943332762e-258
"USP9X"	4.47665201812955e-264	-0.181533136865451	0.058	0.624	1.09673497792156e-259
"ACSL3"	0	-0.181543197501326	0.104	0.823	0
"BCLAF1"	0	-0.181808624645798	0.089	0.77	0
"EID3"	2.41671792578567e-203	-0.182243648670035	0.02	0.449	5.9207172463823e-199
"ATP6V1G1"	6.46407946391062e-222	-0.182280184765131	0.251	0.958	1.58363482786346e-217
"BPTF"	1.13438631877578e-302	-0.182339836341159	0.146	0.868	2.77913304236879e-298
"PRKAR2A"	0	-0.182756453597995	0.083	0.754	0
"ENC1"	6.17817373992997e-95	-0.183200252114641	0.01	0.235	1.51359078454544e-90
"SNTB1"	1.03355189897113e-183	-0.183257267158892	0.039	0.46	2.53209879728937e-179
"CCND1"	3.20041792582837e-154	-0.183380207389235	0.283	0.898	7.84070387648693e-150
"XDH"	2.75232274661777e-79	-0.184103443627783	0.01	0.202	6.74291549693889e-75
"BDP1"	1.29954439179472e-307	-0.184201270484913	0.142	0.869	3.18375380545789e-303
"FKBP5"	7.1762761985326e-54	-0.184665076440294	0.55	0.988	1.7581159058785e-49
"B3GNT7"	5.66994884374104e-152	-0.185103865957759	0.028	0.382	1.38908076722812e-147
"NET1"	1.58227522119375e-272	-0.185266819865938	0.073	0.668	3.87641606440257e-268
"PBRM1"	0	-0.18534486324667	0.074	0.741	0
"TMED10"	4.21267642484808e-301	-0.185804144728836	0.135	0.841	1.03206359732353e-296
"METTL15"	1.21674590789493e-283	-0.185894657896322	0.045	0.624	2.98090579975178e-279
"ZNF83"	1.09418459826462e-201	-0.186558069661605	0.041	0.493	2.68064284728849e-197
"PDLIM5"	2.42581474581191e-290	-0.186779561745428	0.078	0.703	5.9430035457646e-286
"MED13"	1.71746083317382e-292	-0.186867290004002	0.077	0.706	4.20760729519253e-288
"CANX"	1.17333034185963e-105	-0.187393661548778	0.411	0.987	2.8745420045219e-101
"ODF2L"	1.47846965535273e-292	-0.18749178884654	0.054	0.654	3.62210280864865e-288
"PPP3CA"	1.92300979829133e-301	-0.187561551445369	0.114	0.798	4.71118170483393e-297
"SH2D3A"	4.76006619707811e-171	-0.187719360703485	0.018	0.391	1.16616861762217e-166
"TANC2"	1.38781075595029e-275	-0.18812539531014	0.056	0.635	3.39999757100262e-271
"SEC24A"	1.5952483953129e-259	-0.188185813455744	0.059	0.621	3.90819904367708e-255
"ADM"	2.72950205239926e-71	-0.188394567971965	0.007	0.179	6.68700707817295e-67
"CHD2"	1.83528767168001e-305	-0.18922731851917	0.07	0.706	4.49627126684886e-301
"RBMS1"	1.2558941293944e-296	-0.189398522914058	0.067	0.692	3.07681502760333e-292
"ST5"	4.17028100782352e-192	-0.189617775071558	0.031	0.455	1.02167714410668e-187
"HHIP-AS1"	1.37260440052682e-95	-0.190042143450279	0.015	0.247	3.36274352085066e-91
"BZW1"	2.46613474889882e-168	-0.190142331944284	0.309	0.97	6.04178352132722e-164
"ANKLE2"	1.5629798043918e-304	-0.190275737995476	0.073	0.71	3.82914422277946e-300
"ZDHHC21"	4.13101458173762e-219	-0.190368968458331	0.029	0.494	1.0120572623799e-214
"RSPRY1"	1.39964886523982e-294	-0.190405549154327	0.052	0.651	3.42899975495103e-290
"ZFHX3"	1.63165175121237e-254	-0.190557798233297	0.037	0.564	3.99738362529518e-250
"COBLL1"	9.52306879082493e-199	-0.190716091660033	0.026	0.454	2.3330566230642e-194
"CXADR"	5.23822707178577e-252	-0.190772449929598	0.071	0.632	1.28331325031679e-247
"MYC"	1.82441477746985e-239	-0.190819486680147	0.065	0.605	4.46963376332339e-235
"CRIM1"	3.37409260011221e-130	-0.191048745467549	0.011	0.305	8.2661894610149e-126
"TACC2"	8.65830724270529e-195	-0.19125804654852	0.026	0.448	2.12119869139037e-190
"CD74"	9.64175751462033e-94	-0.191259351544735	0.439	0.966	2.36213417350684e-89
"NKX3-1"	7.77013854552657e-86	-0.191436311022107	0.002	0.198	1.90360624226856e-81
"DCBLD1"	1.67371213867986e-180	-0.191528854599806	0.033	0.44	4.10042736855179e-176
"RP1"	1.94285859270865e-163	-0.191581664954424	0.008	0.356	4.75980926627692e-159
"PRKAA1"	7.7733349599969e-229	-0.191635238069339	0.031	0.511	1.90438933184964e-224
"HP1BP3"	8.06902264438389e-302	-0.191738816433984	0.164	0.9	1.97682985764761e-297
"KCNQ1OT1"	2.55911428331144e-232	-0.192091760981489	0.047	0.555	6.26957408268469e-228
"SLC43A3"	3.86435199355957e-275	-0.192116586017178	0.069	0.664	9.46727594902159e-271
"CNOT8"	1.45480954089776e-277	-0.192147983456742	0.057	0.64	3.56413789424542e-273
"SLC25A44"	4.62474420615458e-129	-0.192912330422861	0.012	0.305	1.13301608306581e-124
"ARHGAP5"	0	-0.193179907465278	0.139	0.872	0
"CD46"	3.00676670476628e-204	-0.193196552457398	0.265	0.962	7.36627775000692e-200
"FAM214A"	1.11491583899389e-176	-0.193812634016118	0.017	0.399	2.73143231395112e-172
"MPZL2"	6.24600892607396e-275	-0.194313992815327	0.101	0.729	1.53020972679886e-270
"MCCC2"	1.50656673697609e-290	-0.194354570829823	0.057	0.657	3.69093784891772e-286
"STT3B"	5.86196565495238e-256	-0.194456396029299	0.062	0.621	1.43612296580678e-251
"KDM5B"	1.24590676140282e-279	-0.194673758043486	0.044	0.613	3.05234697476077e-275
"NBPF10"	6.6534569836186e-212	-0.194761388977039	0.036	0.498	1.63003042641672e-207
"CYR61"	1.61291004484027e-139	-0.194813377131393	0.039	0.385	3.95146831885417e-135
"SERPINH1"	1.92367285009815e-242	-0.195014058954505	0.056	0.589	4.71280611545547e-238
"CFTR"	4.38645822013287e-85	-0.195022582538116	0.002	0.197	1.07463839935035e-80
"C5orf24"	0	-0.196007602141804	0.108	0.811	0
"IRAK3"	2.13509808889377e-98	-0.196268568128144	0.012	0.246	5.23077680798084e-94
"NRGN"	5.39230272245258e-88	-0.196662785063331	0.023	0.251	1.32106024397366e-83
"MBOAT7"	5.1763464024052e-234	-0.196751894457681	0.044	0.547	1.26815310512525e-229
"HOOK3"	5.07407735139433e-280	-0.197663441800706	0.058	0.647	1.2430982103181e-275
"HCAR2"	1.35639334364341e-73	-0.198029977624058	0.007	0.185	3.32302805259198e-69
"PPAP2C"	0	-0.198060893805692	0.099	0.779	0
"ASAP1"	4.03568875062522e-115	-0.198552665961419	0.035	0.329	9.88703387015673e-111
"PRKCA"	1.18503529751471e-285	-0.199383295446804	0.044	0.623	2.90321797538129e-281
"EPS8"	6.90386055557388e-218	-0.199611607818757	0.251	0.951	1.69137679751005e-213
"LSM14A"	0	-0.199669100935186	0.109	0.812	0
"TOB1"	2.08885220078341e-225	-0.199777233383514	0.039	0.524	5.11747900669927e-221
"RICTOR"	9.98454807682123e-279	-0.199886380465878	0.038	0.6	2.44611443334043e-274
"FBXO32"	3.29910217003842e-164	-0.200224941951884	0.091	0.538	8.08247040637712e-160
"PCDH19"	1.19565826597837e-76	-0.200403781049487	0.002	0.179	2.92924318582042e-72
"CGN"	2.9380498862426e-216	-0.200784421548815	0.024	0.479	7.19792841630574e-212
"PHKB"	0	-0.201036375691636	0.062	0.702	0
"CMIP"	2.59248981048572e-241	-0.201231381198521	0.044	0.559	6.35134078670895e-237
"ANKRD12"	0	-0.201578429313111	0.104	0.824	0
"SMAD5"	0	-0.201616778198356	0.115	0.814	0
"MKNK2"	0	-0.202279706291986	0.141	0.862	0
"FHL2"	1.84574649700315e-200	-0.202287787876863	0.052	0.512	4.52189434300801e-196
"MT1X"	1.4573290871467e-69	-0.202712922841078	0.271	0.689	3.5703105306007e-65
"RGMB"	1.74251157711509e-148	-0.202732767518611	0.015	0.345	4.26897911277427e-144
"ATP2B1"	1.33055787269854e-172	-0.202838251590235	0.04	0.444	3.25973373232416e-168
"SEL1L3"	2.05032789618779e-207	-0.203726505757697	0.032	0.482	5.02309831287046e-203
"SUPT5H"	0	-0.203737376196834	0.087	0.764	0
"RASEF"	7.98191710238047e-225	-0.20420035138092	0.037	0.521	1.95548987091219e-220
"SNTB2"	2.96200173931942e-291	-0.204306334450107	0.043	0.628	7.25660806115865e-287
"B4GALT1"	3.45620360617107e-263	-0.204427846392835	0.206	0.928	8.46735321475851e-259
"CLDN4"	1.87469579030274e-137	-0.204669842268096	0.325	0.936	4.59281721666268e-133
"PDS5A"	0	-0.205099176265126	0.083	0.742	0
"SCNN1G"	1.1390331578157e-167	-0.205323728026225	0.015	0.379	2.79051733333268e-163
"RSF1"	0	-0.205333823102825	0.105	0.825	0
"ZDHHC9"	7.48590693465093e-307	-0.206165575005605	0.059	0.681	1.83397233992013e-302
"PDZK1IP1"	3.36355827703897e-159	-0.206287805803207	0.093	0.524	8.24038142291778e-155
"CDH11"	2.98467700060975e-96	-0.206420855886556	0.011	0.239	7.31216018379382e-92
"UBE2H"	0	-0.206641912116997	0.145	0.886	0
"SYBU"	7.21192707644402e-256	-0.206822861494517	0.064	0.626	1.76685001445802e-251
"ABCC4"	4.55263766014019e-131	-0.206868099378639	0.009	0.302	1.11535070035775e-126
"HSPA1B"	2.77599472003792e-188	-0.206914652926281	0.128	0.656	6.8009094646209e-184
"ABCC3"	2.63197638812933e-302	-0.207379805988354	0.052	0.661	6.44807895327805e-298
"CDS1"	1.6178316721681e-297	-0.207567121436335	0.062	0.678	3.96352581364462e-293
"ALOX15B"	2.30955814936479e-199	-0.207672644651585	0.029	0.464	5.65818651012879e-195
"LPIN1"	1.87633116303507e-173	-0.207997621059478	0.024	0.41	4.59682371631962e-169
"YWHAZ"	2.51915638628374e-28	-0.20821977114602	0.658	0.996	6.17168123075653e-24
"RB1CC1"	0	-0.208289658772269	0.096	0.79	0
"CD9"	9.89008702717231e-59	-0.208528992137194	0.579	0.988	2.42297242078694e-54
"PLEKHA5"	1.60451370729245e-257	-0.208607698454863	0.036	0.565	3.93089813149576e-253
"PTPN12"	0	-0.20878141238287	0.097	0.831	0
"NIPBL"	0	-0.209761671620894	0.078	0.774	0
"AKR1C2"	1.33668889577386e-52	-0.209874433335191	0.006	0.137	3.27475412575638e-48
"ARL5B"	2.53714662405645e-216	-0.210549215230653	0.027	0.485	6.2157555142759e-212
"PDPK1"	1.08148175547565e-286	-0.21056593674952	0.05	0.637	2.6495221527398e-282
"IFRD1"	4.78148427471154e-257	-0.211353044619678	0.073	0.646	1.17141583246158e-252
"DDX3Y"	2.03219941438154e-96	-0.211544955699411	0.001	0.217	4.97868534529333e-92
"YTHDC1"	0	-0.211805546847416	0.088	0.785	0
"GNAQ"	2.39022715575378e-281	-0.212396032221667	0.069	0.673	5.85581750888118e-277
"HES4"	1.08513219992752e-297	-0.21250201550237	0.078	0.713	2.65846537660242e-293
"KMT2C"	0	-0.212520620607857	0.101	0.824	0
"VPS37B"	7.13750587923754e-298	-0.212653289282751	0.044	0.64	1.74861756535441e-293
"SPTBN1"	0	-0.212952456397169	0.119	0.847	0
"IFNGR1"	3.76863166291983e-190	-0.213565334518301	0.048	0.488	9.23277071098728e-186
"FAM65B"	3.84738991667698e-266	-0.214524324473658	0.083	0.682	9.42572055686694e-262
"MBNL2"	3.54702225483986e-202	-0.214804109427422	0.046	0.505	8.68984982213217e-198
"N4BP2L2"	0	-0.216145250286809	0.082	0.782	0
"PLEC"	1.67921330254762e-239	-0.216992483186581	0.097	0.673	4.11390466991143e-235
"CX3CL1"	1.59303855061303e-192	-0.218462260951427	0.041	0.479	3.90278514514685e-188
"EXPH5"	1.42360921629628e-209	-0.218760786115888	0.032	0.486	3.48770021900426e-205
"JMJD1C"	0	-0.219231315812668	0.066	0.769	0
"TACSTD2"	1.2177273397588e-228	-0.219258560253331	0.197	0.855	2.98331020967509e-224
"SPRED2"	6.05036554008886e-179	-0.219283906352	0.029	0.43	1.48227905366637e-174
"ERN1"	2.19148720120848e-169	-0.219764288582429	0.015	0.381	5.36892449424064e-165
"ZC3HAV1"	1.13031030418488e-304	-0.220242406280221	0.058	0.679	2.76914721422254e-300
"RARRES3"	6.43670786644612e-236	-0.220396503645099	0.214	0.895	1.57692906020064e-231
"ATP1A1"	1.26142465143228e-214	-0.220832447551337	0.257	0.965	3.09036425354394e-210
"ITGB6"	1.57481560145164e-156	-0.221664779783974	0.029	0.391	3.85814074199638e-152
"RALGAPA2"	9.00846565497451e-210	-0.222153106847131	0.023	0.464	2.20698400081221e-205
"CAMTA1"	4.6664889803528e-294	-0.222439600240152	0.118	0.788	1.14324313529663e-289
"PNN"	1.54284886151473e-304	-0.223247768763762	0.082	0.732	3.77982542582493e-300
"DPYSL2"	1.99427041909729e-191	-0.224615881941673	0.052	0.497	4.88576309974645e-187
"ARHGEF12"	3.91560615995242e-280	-0.224684097997	0.061	0.653	9.59284353126745e-276
"EHF"	4.86791886678595e-258	-0.224755302526766	0.049	0.594	1.19259144317389e-253
"RRBP1"	1.54650332143266e-304	-0.225296912617598	0.064	0.69	3.78877848717788e-300
"C9orf3"	7.00533592439985e-277	-0.225335555665416	0.065	0.655	1.71623724811872e-272
"RBM39"	3.10615723327679e-299	-0.225350970140906	0.187	0.938	7.6097746058048e-295
"BRD4"	0	-0.225372367839853	0.056	0.726	0
"ADAR"	0	-0.225565212767092	0.128	0.868	0
"CEACAM5"	5.17042040673056e-95	-0.226282535889478	0.007	0.227	1.26670129544492e-90
"STAU1"	0	-0.226305859778661	0.164	0.906	0
"SPTSSA"	6.26405972030819e-54	-0.226357184415805	0.59	0.987	1.5346319908783e-49
"ITPKC"	9.57421316189189e-238	-0.22685722546022	0.028	0.521	2.34558648253189e-233
"SPSB1"	7.90472057338428e-195	-0.226910475529382	0.031	0.457	1.93657749327341e-190
"ARID5B"	7.82782037748903e-257	-0.228131433205038	0.036	0.565	1.91773771428104e-252
"LY6E"	3.38855180309731e-56	-0.228154386963354	0.484	0.98	8.30161306240809e-52
"TMEM41B"	3.69136505545665e-283	-0.229060226820492	0.047	0.626	9.04347524936324e-279
"TSPAN3"	1.16737113091034e-265	-0.229211295490233	0.226	0.96	2.85994253361723e-261
"CLDN10"	1.46236603921915e-101	-0.22939838200725	0.012	0.253	3.58265055948299e-97
"SHROOM3"	1.44922684193075e-297	-0.23020480997368	0.032	0.611	3.55046084004614e-293
"THOC2"	0	-0.230460715710393	0.069	0.747	0
"CPEB4"	6.60916699395369e-260	-0.230931037416857	0.084	0.673	1.61917982184871e-255
"SLC19A2"	4.79601887890362e-225	-0.231453837933993	0.019	0.48	1.1749766651426e-220
"PTPRE"	9.02866552438875e-233	-0.231616500509811	0.02	0.493	2.21193276682e-228
"TNFRSF21"	4.69043141692363e-171	-0.231764120871166	0.033	0.425	1.14910879283212e-166
"MIR29A"	2.89872544130762e-240	-0.231914706022407	0.017	0.497	7.10158745865955e-236
"GSE1"	1.73087575502897e-261	-0.233064417004385	0.043	0.587	4.24047251224548e-257
"SDC1"	1.52087680788397e-280	-0.233105006162702	0.122	0.782	3.72599609163493e-276
"PPP1R15B"	1.09785499487649e-292	-0.233314968205303	0.056	0.658	2.68963495194791e-288
"LCN2"	1.87305847288389e-61	-0.233415625949054	0.36	0.764	4.58880595271825e-57
"SPINK1"	1.0389474892246e-48	-0.233538715436955	0.014	0.145	2.54531745385135e-44
"HSPA5"	2.29392878365359e-185	-0.233644971592451	0.274	0.928	5.61989612707293e-181
"CTNND1"	0	-0.234089096612557	0.125	0.876	0
"SC5D"	5.96293267421863e-254	-0.234128523088304	0.042	0.574	1.46085887585682e-249
"TMX4"	4.91205918135719e-232	-0.234540960010594	0.042	0.541	1.2034053788407e-227
"AMPH"	7.91436598276851e-107	-0.23465151148968	0.002	0.24	1.93894052211846e-102
"MSMO1"	4.8156802357624e-250	-0.235768680121902	0.064	0.615	1.17979350095943e-245
"LRRFIP1"	3.48539981825509e-290	-0.235893872370631	0.158	0.866	8.53888101474315e-286
"ZBTB38"	0	-0.236372284565035	0.091	0.759	0
"MTUS1"	5.72878547739724e-188	-0.236728611869782	0.049	0.488	1.40349515410755e-183
"KRAS"	0	-0.236916383615054	0.122	0.859	0
"CDC42SE2"	4.91725024813209e-304	-0.238099126704858	0.13	0.829	1.20467713828988e-299
"LY6K"	3.76231656883821e-54	-0.238229633748372	0.016	0.162	9.21729936199673e-50
"RBBP6"	0	-0.238894204210572	0.052	0.703	0
"ATRX"	0	-0.239120580927137	0.101	0.824	0
"FDFT1"	1.60511741834004e-273	-0.239694532163043	0.065	0.651	3.93237716319127e-269
"TGFBR2"	2.07026270945839e-245	-0.239989825349236	0.048	0.575	5.07193661190212e-241
"SKIL"	1.41862535207315e-259	-0.24057861500045	0.052	0.603	3.47549025004402e-255
"ZNF28"	1.1821568771019e-151	-0.240679595982082	0.019	0.36	2.89616613321194e-147
"MSI2"	9.50214937802625e-253	-0.241375215945675	0.035	0.556	2.32793157612265e-248
"CRNDE"	8.62381575740664e-292	-0.242869057010242	0.156	0.862	2.11274862240705e-287
"FGD6"	3.1629857191077e-186	-0.243031226531393	0.028	0.439	7.74899871324195e-182
"B3GNT5"	4.32355859156316e-307	-0.243443198618756	0.091	0.753	1.05922861934706e-302
"ARL6IP1"	1.99920731127912e-254	-0.243529151402155	0.181	0.865	4.89785799190271e-250
"ASH1L"	0	-0.243546653118201	0.066	0.758	0
"FAF2"	0	-0.244016435972553	0.066	0.788	0
"RP6-99M1.2"	1.25562017114551e-259	-0.24471070062785	0.031	0.558	3.07614385728938e-255
"PRKAR1A"	2.11500758149814e-288	-0.246622993374188	0.157	0.864	5.18155707391229e-284
"AREG"	4.04374497403858e-290	-0.246647899847849	0.09	0.728	9.90677081189712e-286
"SLCO1B3"	2.86446681154824e-119	-0.246702884656234	0.005	0.27	7.01765724161203e-115
"ANKRD37"	8.34576695477421e-215	-0.246706908811661	0.067	0.566	2.04462944625013e-210
"MTHFD2L"	0	-0.247463473171878	0.091	0.789	0
"SPAG9"	0	-0.248080838011939	0.114	0.849	0
"BTG1"	3.77961498598065e-258	-0.24817020710248	0.196	0.898	9.259678754154e-254
"ANKRD11"	0	-0.248242067586671	0.077	0.771	0
"JADE2"	2.03559099432408e-288	-0.248601447307106	0.065	0.671	4.98699437699456e-284
"LPIN2"	1.11762557366446e-306	-0.248759065296711	0.052	0.668	2.73807089292055e-302
"ERGIC1"	3.64525991477376e-298	-0.249030199412555	0.179	0.922	8.93052226520424e-294
"MICAL2"	2.19947418298922e-189	-0.24912099049017	0.029	0.446	5.38849180090529e-185
"DMBT1"	4.81417329053125e-60	-0.249744343948205	0.003	0.147	1.17942431444725e-55
"XBP1"	0	-0.250585929573039	0.132	0.864	0
"ATP8A1"	3.29854170224405e-172	-0.251609983379798	0.025	0.41	8.0810973163277e-168
"LIFR"	1.68890019662276e-207	-0.251799731171784	0.045	0.512	4.13763659170611e-203
"RAB3IP"	1.82121306695958e-223	-0.251879675945081	0.037	0.517	4.46178989274428e-219
"XIAP"	5.58921209841559e-303	-0.252521715297156	0.064	0.69	1.36930107199084e-298
"SFPQ"	1.58014372041623e-220	-0.253149007617981	0.253	0.953	3.87119410064773e-216
"KLF9"	0	-0.25324560532501	0.094	0.768	0
"MARCH6"	0	-0.253342956288528	0.082	0.764	0
"ZNF131"	9.38648192247893e-306	-0.254272352789787	0.038	0.634	2.29959420618811e-301
"RP11-138A9.2"	4.62030059190497e-213	-0.254646464311853	0.01	0.44	1.1319274420108e-208
"YAP1"	0	-0.254653404482015	0.095	0.763	0
"PHLDA1"	4.28571828998572e-251	-0.25475342888954	0.16	0.81	1.0499581238636e-246
"TOX3"	2.96338916252041e-97	-0.259155513682439	0.006	0.229	7.26000710925875e-93
"DHX29"	0	-0.259482854805814	0.087	0.816	0
"SF1"	0	-0.260501706337693	0.137	0.889	0
"GNAS"	2.12666679069135e-74	-0.260558244199377	0.516	0.995	5.21012097051474e-70
"PPP2R2A"	0	-0.261058602166561	0.087	0.743	0
"SNX30"	2.3228068255305e-208	-0.261062707211447	0.035	0.489	5.69064444186717e-204
"TSEN34"	0	-0.261145886226766	0.116	0.827	0
"EGR3"	4.22004645543458e-96	-0.261372275594914	0.015	0.249	1.03386918111692e-91
"GOLGB1"	6.30300200722649e-304	-0.263534994608663	0.149	0.868	1.54417246175042e-299
"PPIC"	0	-0.263644077113614	0.108	0.814	0
"FCHO2"	1.94401115296429e-273	-0.263658139251482	0.203	0.939	4.76263292364721e-269
"CCNJL"	5.20493258363341e-136	-0.264032828225112	0.011	0.315	1.27515643366435e-131
"FAM46A"	3.57454091579988e-203	-0.264975310753699	0.056	0.527	8.75726778961812e-199
"STAT1"	2.00164509907884e-289	-0.265110653219345	0.168	0.887	4.90383032823324e-285
"STK39"	9.47642183490903e-299	-0.265273279983811	0.096	0.749	2.32162858533436e-294
"NRP2"	2.28166306301912e-148	-0.265703776047071	0.018	0.353	5.58984633809054e-144
"SLC16A9"	3.6607410987269e-141	-0.265711959681575	0.018	0.339	8.96844961777102e-137
"RAI14"	1.49599762149979e-218	-0.265926661504672	0.033	0.502	3.66504457291234e-214
"HERPUD1"	1.59514620662403e-290	-0.266115961713839	0.132	0.812	3.9079486916082e-286
"SLC31A1"	1.50042367442805e-213	-0.267103028938293	0.026	0.476	3.67588795998128e-209
"G3BP1"	2.10035338654798e-291	-0.267270029372626	0.193	0.943	5.1456557617039e-287
"PHF20L1"	1.50154681904913e-301	-0.267334587405085	0.12	0.806	3.67863955198847e-297
"ZNF468"	1.02598554446563e-158	-0.267705614575942	0.022	0.379	2.51356198538634e-154
"LONRF2"	1.50642446951292e-147	-0.267798786678369	0.007	0.327	3.69058930785971e-143
"OSMR"	0	-0.268009430988286	0.116	0.831	0
